"awb_master","lacre","awb","nota_fiscal","pedido","cidade","status_completo","status_atual"
"20438876","CA20438876","CONE236878716TX","6855653","6855653","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20438876","CA20438876","CONE236878674TX","6855659","6855659","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20438876","CA20438876","CONE236904538TX","6855800","6855800","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20438876","CA20438876","CONE236905147TX","6856059","6856059","Sorocaba","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20438876","CA20438876","CONE236905188TX","6856055","6856055","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20438876","CA20438876","CONE236905113TX","6856063","6856063","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS733511281tx","25217","#161065","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS733512164tx","25373","#161215","Votorantim","EM ROTA (CAF: 20086377) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS733513212tx","25205","#161051","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","TXAS733518666tx","36010876","413665309759201","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","TXAS733520712tx","10229","000001453","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS733521041tx","372088","113833483","Sorocaba","DUAS OU MAIS VEZES AUSENTE/FECHADO (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20455289","SOD1004135921","TXAS733522338tx","374318","113846169","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS733526172tx","33659","6","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451127","SOD1004109991","TXAS733528665tx","2368003","7112680","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20455289","SOD1004135921","TXAS733529192tx","1015384","001015384","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446137","SOD1004105391","WEPI104934047tx","12744772","VTX-32737018","Ibiúna","PROCESSO DE ENTREGA","NA RUA"
"20444766","SOD1004042471","TXAS733536536tx","15371","WEB-1482860450","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440274","CA20440274","TXAR101582435TX","171557709","gxeP0lnXMiEo1uogYDMD","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440274","CA20440274","TXAR101582146TX","233196758","v5viS6JkuAuPc6cY3pA7","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440274","CA20440274","TXAR101582781TX","351911966","Ffzpt4xiaB9OkRTO06Oo","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440274","CA20440274","TXAR101582070TX","395668614","4hxp8ARYPQk9IyYGSTaI","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440274","CA20440274","TXAR101582674TX","403463979","cX6stxNsbU23wX1CmLAq","Sorocaba","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440274","CA20440274","TXAR101582500TX","571194072","N7lxidWffoYEpDY2KonA","Alumínio","EM ROTA (CAF: 20084481) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440274","CA20440274","TXAR101582104TX","576990490","SN3OUHUVXRYKrb9cXh9w","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440274","CA20440274","TXAR101582039TX","589538244","ERWpLdunOOxudEVq4C8n","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440274","CA20440274","TXAR101582724TX","680785814","Dfc6B2YxpYYXiJr07lTo","Sorocaba","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440274","CA20440274","TXAR101556488TX","765517695","Qg2vWmApO2cPedkIfUvX","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","TXAS733553937tx","36010830","413594617554201","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20447192","SOD1004105371","TXAS733554810tx","646990","255405716","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446012","SOD1004042481","AMZB772897563tx","32215737","B4rXCB03m","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20438777","LA20438777","ITAU100584184TX","21009649","21009649","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20438777","LA20438777","ITAU100586338TX","21010929","21010929","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20438777","LA20438777","ITAU100586700TX","21011536","21011536","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452329","SOD1004110021","TXAS733564066tx","2709224","1001007543430","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20438777","LA20438777","ITAU100587377TX","21012188","21012188","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS733564488tx","6274938","6183726","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444766","SOD1004042471","TXAS733566905tx","6280123","6189474","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","TXAS733570758tx","1016216","001016216","Votorantim","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446137","SOD1004105391","TXAS733569537tx","6275046","6184228","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS733573596tx","6280919","6189453","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444766","SOD1004042471","TXAS733573992tx","6282600","6189592","Votorantim","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441573","CA20441573","NUID105764039tx","1","NU001475512BR","Ibiúna","PROCESSO DE ENTREGA","NA RUA"
"20441573","CA20441573","NUID105779409tx","1","NU001479470BR","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441573","CA20441573","NUID105776272tx","1","NU001478611BR","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440965","CA20440965","NUID105818827tx","1","NU001489262BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440965","CA20440965","NUID105809552tx","1","NU001486965BR","Votorantim","EM ROTA (CAF: 20086377) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439519","CA20439519","NUID105801591tx","1","NU001484869BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440965","CA20440965","NUID105792394tx","1","NU001482655BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440378","CA20440378","NUID105768915tx","1","NU001476742BR","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","NUID105770093tx","1","NU001477014BR","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441573","CA20441573","NUID105767537tx","1","NU001476377BR","Araçariguama","PROCESSO DE ENTREGA","NA RUA"
"20442301","CA20442301","NUID105802979tx","1","NU001485239BR","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440965","CA20440965","NUID105782601tx","1","NU001480228BR","Pilar Do Sul","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441573","CA20441573","NUID105781512tx","1","NU001479974BR","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20442301","CA20442301","NUID105803282tx","1","NU001485318BR","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440965","CA20440965","NUID105772560tx","1","NU001477626BR","Votorantim","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441573","CA20441573","NUID105758809tx","1","NU001474164BR","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","NUID105758783tx","1","NU001474159BR","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441573","CA20441573","NUID105771067tx","1","NU001477253BR","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441573","CA20441573","NUID105765267tx","1","NU001475825BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441573","CA20441573","NUID105775290tx","1","NU001478336BR","Sorocaba","NUMERO INDICADO NAO LOCALIZADO (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20440965","CA20440965","NUID105786941tx","1","NU001481319BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441573","CA20441573","NUID105770408tx","1","NU001477092BR","Votorantim","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441573","CA20441573","NUID105772438tx","1","NU001477590BR","Pilar Do Sul","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440378","CA20440378","NUID105786016tx","1","NU001481067BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441573","CA20441573","NUID105774657tx","1","NU001478173BR","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441573","CA20441573","NUID105766851tx","1","NU001476215BR","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20441573","CA20441573","NUID105771158tx","1","NU001477278BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441573","CA20441573","NUID105780357tx","1","NU001479692BR","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441573","CA20441573","NUID105778641tx","1","NU001479262BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20442301","CA20442301","NUID105787667tx","1","NU001481511BR","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","NUID105812291tx","1","NU001487635BR","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441367","CA20441367","NUID105842439tx","1","NU001495270BR","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20442301","CA20442301","NUID105803944tx","1","NU001485486BR","Itu","EM ROTA (CAF: 20086482) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441573","CA20441573","NUID105793699tx","1","NU001482974BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441573","CA20441573","NUID105780837tx","1","NU001479817BR","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440965","CA20440965","NUID105816912tx","1","NU001488834BR","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440378","CA20440378","NUID105818991tx","1","NU001489311BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440378","CA20440378","NUID105809503tx","1","NU001486950BR","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440965","CA20440965","NUID105823009tx","1","NU001490309BR","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441367","CA20441367","NUID105841803tx","1","NU001495104BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20442301","CA20442301","NUID105795702tx","1","NU001483467BR","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","NUID105769772tx","1","NU001476958BR","Sorocaba","DUAS OU MAIS VEZES AUSENTE/FECHADO (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20440378","CA20440378","NUID105811038tx","1","NU001487321BR","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20440378","CA20440378","NUID105768782tx","1","NU001476706BR","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","NUID105811905tx","1","NU001487550BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440965","CA20440965","NUID105822217tx","1","NU001490104BR","Araçoiaba Da Serra","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20442301","CA20442301","NUID105798409tx","1","NU001484112BR","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20441367","CA20441367","NUID105832570tx","1","NU001492693BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440965","CA20440965","NUID105827455tx","1","NU001491406BR","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","NUID105815955tx","1","NU001488628BR","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440965","CA20440965","NUID105816920tx","1","NU001488835BR","Sorocaba","CLIENTE AUSENTE/ESTABELECIMENTO FECHADO (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC LM"
"20441367","CA20441367","NUID105831879tx","1","NU001492519BR","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20441367","CA20441367","NUID105820872tx","1","NU001489791BR","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440965","CA20440965","NUID105816375tx","1","NU001488712BR","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","NUID105817399tx","1","NU001488939BR","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441367","CA20441367","NUID105840714tx","1","NU001494816BR","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439519","CA20439519","NUID105789366tx","1","NU001481891BR","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","NUID105786388tx","1","NU001481171BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441367","CA20441367","NUID105824783tx","1","NU001490750BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440965","CA20440965","NUID105827919tx","1","NU001491508BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439477","CA20439477","NUID105859821tx","1","NU001499564BR","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441573","CA20441573","NUID105794143tx","1","NU001483077BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUID105874333tx","1","NU001503250BR","Itu","EM ROTA (CAF: 20086482) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441367","CA20441367","NUID105839385tx","1","NU001494435BR","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441367","CA20441367","NUID105873616tx","1","NU001503079BR","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","NUID105813661tx","1","NU001488030BR","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441367","CA20441367","NUID105831663tx","1","NU001492482BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440378","CA20440378","NUID105812713tx","1","NU001487759BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439477","CA20439477","NUID105851323tx","1","NU001497416BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439470","CA20439470","NUID105866248tx","1","NU001501183BR","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUID105859987tx","1","NU001499608BR","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUID105860589tx","1","NU001499765BR","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439477","CA20439477","NUID105855324tx","1","NU001498455BR","Pilar Do Sul","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441367","CA20441367","NUID105877799tx","1","NU001504092BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439477","CA20439477","NUID105859565tx","1","NU001499504BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440965","CA20440965","NUID105820393tx","1","NU001489662BR","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20440965","CA20440965","NUID105867121tx","1","NU001501399BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439477","CA20439477","NUID105851075tx","1","NU001497360BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441367","CA20441367","NUID105838726tx","1","NU001494254BR","Votorantim","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440965","CA20440965","NUID105863286tx","1","NU001500413BR","Votorantim","EM ROTA (CAF: 20086377) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20441367","CA20441367","NUID105868590tx","1","NU001501755BR","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439477","CA20439477","NUID105861322tx","1","NU001499938BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439477","CA20439477","NUID105861132tx","1","NU001499902BR","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20442301","CA20442301","NUID105874135tx","1","NU001503212BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUID105859912tx","1","NU001499587BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUID105860720tx","1","NU001499807BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439477","CA20439477","NUID105855001tx","1","NU001498394BR","Ibiúna","PROCESSO DE ENTREGA","NA RUA"
"20441367","CA20441367","NUID105870984tx","1","NU001502358BR","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441367","CA20441367","NUID105872238tx","1","NU001502723BR","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20454741","SOD1004127411","TXAS733586408tx","1287","SLR-1565221804796-02","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451127","SOD1004109991","TXAS733589097tx","29019","3049073145008195412","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS733590095tx","4413704","ET003778077BR","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20444766","SOD1004042471","TXAS733589675tx","4420372","ET003821190BR","Votorantim","EM ROTA (CAF: 20086377) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439477","CA20439477","CONE236904975TX","6855587","6855587","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20439477","CA20439477","CONE236851143TX","6855650","6855650","Votorantim","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439477","CA20439477","CONE236905592TX","6855815","6855815","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444766","SOD1004042471","TXAS733593958tx","4425464","ET003849493BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS733593966tx","4425473","ET003851395BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS733593826tx","4425514","ET003845094BR","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439477","CA20439477","CONE236931143TX","6855253","6855253","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20439477","CA20439477","CONE236931192TX","6855266","6855266","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439477","CA20439477","CONE236877882TX","6855283","6855283","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS733606040tx","22547","1565152446764-01","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446012","SOD1004042481","TXAS733608608tx","3454423","ANY-252762162","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS733609739tx","3454128","VTX-6085951","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446137","SOD1004105391","TXAS733612196tx","3454166","ANY-252718700","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS733615348tx","3454299","VTX-6087283","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
